X,Y,OBJECTID,LRSDate,RouteIdentifier,Location,DirectionOfTravel,StateRouteNumber,RelatedRouteType,RelatedRouteQualifier,SingleUnitTruckPct,DoubleUnitTruckPct,TripleUnitTruckPct,AADT,AccumulatedRouteMile,GlobalID,ReportingYear
-122.910139409707,46.482874097656,5598,2022/12/31 08:00:00+00,505,SOUTHEAST OF MILEPOST 1.56: HARKINS RD INTERSECTION,Bothways,505,,,5.73999977,2.3499999,0.140000001,3500,1.57000005,{E584908D-4943-4BE9-AF63-B79B6B574B57},2022
-117.432445221242,47.6187834155107,5599,2022/12/31 08:00:00+00,195S109357,"S1 RAMP (CHEN-SPO RD TO SR 195 SB)  AFTER MILEPOST 0.00: LX09388 INTERSECTION; BEGIN ROUTE",Southeast,195,S1,09357,2.80999994,0.699999988,0,1300,0.0599999987,{C4E27032-3215-46D9-85C4-2113C451C4B7},2022
-122.293850632379,47.2502728212566,5600,2022/12/31 08:00:00+00,161,"NORTH OF MILEPOST 33.31: 8TH ST E, MILTON WAY (OLD SR 514) INTERSECTION",Bothways,161,,,3.17000008,0.670000017,0,24000,33.3199997,{8A58F174-6C35-471D-AD86-D31AC8C2F1D5},2022
-122.229393613218,47.1914895409713,5601,2022/12/31 08:00:00+00,162,SOUTH OF MILEPOST 0.08: SR 410 ON RAMP,Bothways,162,,,,,,22000,0.0900000036,{A8BAD0A3-B0BD-42A6-A1C5-4D570D36E659},2022
-122.884403658047,47.9490162678212,5602,2022/12/31 08:00:00+00,104,SOUTH OF MILEPOST 0.41: SR 104 W BND INTERSECTION,Bothways,104,,,4.82999992,5.65999985,0.930000007,7600,0.219999999,{5C1ADF24-C4A7-40B1-A33E-8BE9A416A7AF},2022
-123.865167360405,46.4425862356383,5603,2022/12/31 08:00:00+00,101,AT MILEPOST 30.00: PERMANENT RECORDER R074N,Bothways,101,,,5.53999996,3.80999994,0.150000006,2700,30,{2C9FE6E9-850A-4F38-9DB7-8DB0C6417D43},2022
-123.622597835577,46.9753250339423,5604,2022/12/31 08:00:00+00,012Q500961,"Q5 RAMP (DEVONSHIRE RD TO SR12 EB)  AFTER MILEPOST 0.00: LX00941-DEVONSHIRE RD INTERSECTION; BEGIN ROUTE",Northeast,012,Q5,00961,7.40999985,7.92000008,2.03999996,780,0.0599999987,{1C964CB2-F448-4580-92F8-C01FAFDE3C5B},2022
-121.71256727612,48.5225731395623,5605,2022/12/31 08:00:00+00,020,NORTHWEST OF MILEPOST 91.16: VAN HORN LN INTERSECTION,Bothways,020,,,5.90999985,3.75999999,0.479999989,2900,90.6699982,{DAFAB8CD-E065-4F80-BECC-27DED395DA4A},2022
-124.052529996546,46.4667407883848,5606,2022/12/31 08:00:00+00,103,NORTH OF MILEPOST 9.35: 227TH PL INTERSECTION,Bothways,103,,,,,,5100,9.38000011,{C4EA3E42-43ED-43C0-85DE-1C4F537C6FF9},2022
-122.206823341619,48.3643941603112,5607,2022/12/31 08:00:00+00,009,NORTHWEST OF MILEPOST 44.32: LAKE CAVANAUGH RD INTERSECTION,Bothways,009,,,,,,1700,44.0099983,{0A24C1C0-E2EF-4BBA-BCD2-51F0DB025C0F},2022
-122.594677549642,45.6509082410317,5608,2022/12/31 08:00:00+00,500,SOUTHEAST OF MILEPOST 3.50: NE THURSTON WAY OFF RAMP,Bothways,500,,,,,,59000,3.49000001,{E9884B34-A82D-4EC3-AE25-B21ED9A0EE0B},2022
-122.290573605762,47.4640411204129,5609,2022/12/31 08:00:00+00,518R200291,"R2 RAMP (SR 518 WB TO LX00249)  AFTER MILEPOST 0.00: R100291 INTERSECTION; BEGIN ROUTE",Northwest,518,R2,00291,,,,11000,0.109999999,{E2F6D437-F925-499B-AEAE-9B1ECBCA09AA},2022
-122.214951486372,47.8964515184916,5610,2022/12/31 08:00:00+00,005,AT MILEPOST 187.74: 112TH ST SE UNDERCROSSING,Bothways,005,,,,,,165000,187.720001,{D0241E06-4BDF-4C71-BDA7-E422E8DC92C0},2022
-117.543993544226,47.7771470392046,5611,2022/12/31 08:00:00+00,291,NORTH OF MILEPOST 9.20: CHARLES RD INTERSECTION,Bothways,291,,,4.03999996,0.699999988,0,8200,9.21000004,{677879FB-3C4C-4011-9A94-B80284B51C5F},2022
-119.440859808662,48.3885179164378,5612,2022/12/31 08:00:00+00,155,NORTHWEST OF MILEPOST 75.77: NORTH END OMAK LAKE RD INTERSECTION,Bothways,155,,,5.53000021,2.68000007,0.109999999,1800,73.9199982,{D712ED3A-0BFB-49FA-AF57-548FE8D12AD7},2022
-122.375956102406,45.5803859699961,5613,2022/12/31 08:00:00+00,014Q101544,"Q1 RAMP (SR 500 TO SR 14 EB)  AFTER MILEPOST 0.00: SR 500 INCREASING ROUNDABOUT; BEGIN ROUTE",East,014,Q1,01544,7.53999996,1.96000004,0.0900000036,1100,0.0900000036,{8A44117C-4C13-41CC-9013-920909D18BBD},2022
-122.468511327048,47.235353250661,5614,2022/12/31 08:00:00+00,005R113289,R1 RAMP (SR 5 SB TO SR 16 WB)  AFTER MILEPOST 0.60: R213289 OFF RAMP,West,005,R1,13289,,,,35000,0.970000029,{A582D659-F8BE-493C-915F-9EAC7276CB7A},2022
-122.660693116199,45.6502304825281,5615,2022/12/31 08:00:00+00,005Q100250,"Q1 RAMP (39TH ST TO SR 5 NB)  AFTER MILEPOST 0.00: LX00235-39TH ST INTERSECTION; BEGIN ROUTE",West,005,Q1,00250,,,,6100,0.0399999991,{BCBA2A0B-E654-41C4-8141-4D964B82EB74},2022
-122.308990925828,47.7742752413029,5616,2022/12/31 08:00:00+00,104,SOUTHEAST OF MILEPOST 30.14: 19TH AVE NE INTERSECTION,Bothways,104,,,,,,16000,29.6200008,{9BEC675E-59BB-4B9F-95E9-EB06263AEED7},2022
-119.48388660059,47.3808611654815,5617,2022/12/31 08:00:00+00,028,SOUTHEAST OF MILEPOST 52.85: SR 17 WYE CONNECTION,Bothways,028,,,3.94000006,2.6400001,1.34000003,3000,56.9099998,{C9B7821B-C923-4765-BAA3-5C4BF64A5CBD},2022
-122.143644830157,47.80483457262,5618,2022/12/31 08:00:00+00,524,WEST OF MILEPOST 12.84: SR 9 INTERSECTION,Bothways,524,,,,,,11000,12.9499998,{D35E93C2-7046-4EAA-8AED-9B9DA47BB6A9},2022
-122.252846855109,47.3021245818817,5619,2022/12/31 08:00:00+00,018CI00271,COLLECTOR-DISTRIBUTOR  AFTER MILEPOST 0.12: Q500283 ON RAMP,East,018,CI,00271,,,,27000,0.170000002,{4BB15221-CAE6-4184-9BAE-A9CE9D5F4349},2022
-122.297524319803,47.3167342956379,5620,2022/12/31 08:00:00+00,005R114450,"R1 RAMP (SR 5 SB TO S 320TH ST)  AFTER MILEPOST 0.00: SR 5 SB INTERSECTION; BEGIN ROUTE",South,005,R1,14450,,,,14000,0.550000012,{87ED9A3E-C5F5-4B79-9684-6FDEE050B23B},2022
-122.341207415446,48.4521465552894,5621,2022/12/31 08:00:00+00,005,AT MILEPOST 228.87: GEORGE HOPPER RD UNDERCROSSING,Bothways,005,,,,,,63000,228.850006,{0B430789-AC6F-4E87-8773-1F1ACEFECE3F},2022
-123.092521535873,47.1994711887087,5622,2022/12/31 08:00:00+00,003,"SOUTHEAST OF MILEPOST 1.49: ARCADIA AVE, ARCADIA RD INTERSECTION",Bothways,003,,,4.23000002,3.07999992,0.330000013,15000,1.48000002,{02B22ACE-E333-4D7D-8C4F-7456D870A61C},2022
-120.521157510594,46.6340767519334,5623,2022/12/31 08:00:00+00,082R103069,"R1 RAMP (SR 82 WB TO SR 823)  AFTER MILEPOST 0.00: SR 82 WB INTERSECTION; BEGIN ROUTE",Northwest,082,R1,03069,6.42999983,2.3900001,0.289999992,13000,0.159999996,{E10E0A76-0798-4E9C-B72B-9B58BBE4353E},2022
-120.587628641443,47.5560593970621,5624,2022/12/31 08:00:00+00,002,"WEST OF MILEPOST 104.84: WEIGH STATION ON RAMP; PERMANENT RECORDER R047EE",Bothways,002,,,4.30999994,3.9000001,0.370000005,17000,104.889999,{87F42681-A167-4FC9-B0CD-96CC51899FAF},2022
-122.627159344963,47.5650159764792,5625,2022/12/31 08:00:00+00,304,"WEST OF MILEPOST 2.91: BURWELL ST, PACIFIC AVE INTERSECTION",Bothways,304,,,,,,8100,2.8900001,{2C5812E2-3D8F-4176-9F6A-702F0CA8C914},2022
-121.540566097981,46.86767613249,5626,2022/12/31 08:00:00+00,410,NORTH OF MILEPOST 65.68: SR 123 WYE CONNECTION,Bothways,410,,,4.40999985,1.47000003,0,1000,56.7799988,{4D703CB9-59C2-49A2-A2B5-8483AAB9F296},2022
-122.152647032117,47.3317873222936,5627,2022/12/31 08:00:00+00,018Q100956,"Q1 RAMP (SE 304TH ST TO SR 18 EB)  AFTER MILEPOST 0.00: LX00877, SE 304TH ST INTERSECTION; BEGIN ROUTE",North,018,Q1,00956,1.20000005,0.280000001,0,3900,0.140000001,{B81FF93F-7731-434A-9C60-74A29D419002},2022
-119.685203163666,48.1041110238018,5628,2022/12/31 08:00:00+00,097,NORTHWEST OF MILEPOST 265.21: SR 17 INTERSECTION,Bothways,097,,,10.2799997,8.88000011,2.27999997,3700,250.270004,{18CD6049-DDDE-4838-A08D-C22FE3ADB709},2022
-123.623111815618,46.9751289075624,5629,2022/12/31 08:00:00+00,012P100913,"P1 RAMP (SR12 EB TO DEVONSHIRE RD)  AFTER MILEPOST 0.00: SR 12 EB INTERSECTION; BEGIN ROUTE",Southeast,012,P1,00913,4.65999985,1.22000003,0.219999999,1400,0.219999999,{31CAE40B-0966-4A3A-B02D-DFABAF134EBE},2022
-119.853148972242,47.2334557537249,5630,2022/12/31 08:00:00+00,028,"EAST OF MILEPOST 29.77: CENTRAL AVE S, SR 281 INTERSECTION",Bothways,028,,,3.16000009,3.46000004,0.829999983,13000,33.8499985,{F0A845C3-CBCB-4904-B063-E57572AB7959},2022
-122.485968042079,48.855291032691,5631,2022/12/31 08:00:00+00,539,NORTH OF MILEPOST 5.00: E LAUREL RD INTERSECTION,Bothways,539,,,,,,20000,5.01000023,{31FF65DD-8D70-418E-9428-18D60F71EAC4},2022
-118.759888805272,46.7847346308048,5632,2022/12/31 08:00:00+00,395,SOUTHEAST OF MILEPOST 65.69: SR 26 ON RAMP,Bothways,395,,,,,,9400,72.2399979,{EFC08AD8-5AEB-4E33-9101-E943198DEB2F},2022
-117.72578185008,48.1563749313814,5633,2022/12/31 08:00:00+00,231,NORTH OF MILEPOST 70.43: BULLDOG CRK RD INTERSECTION,Bothways,231,,,12.0900002,5.4000001,1.34000003,1800,70.25,{1A5D49C2-914A-4BF0-BFA2-7508CAC04273},2022
-122.35740785911,46.936787285566,5634,2022/12/31 08:00:00+00,007,"NORTH OF MILEPOST 36.08: EATONVILLE CUTOFF RD, SR 702 INTERSECTION",Bothways,007,,,,,,8900,36.0699997,{2B853E4C-E68B-4EF1-8774-67B769266D5D},2022
-122.433555528135,47.233119789392,5635,2022/12/31 08:00:00+00,005HI13358,"EAST OF MILEPOST 0.00: SR 5 NB INTERSECTION; BEGIN ROUTE",East,005,HI,13358,11.29,0.850000024,0,11000,0.140000001,{5ADD3E32-14BB-486E-86FC-249F53697EC0},2022
-120.319356844046,47.4715716200603,5636,2022/12/31 08:00:00+00,002,"EAST OF MILEPOST 119.77: SR 97AR (ALT) OFF RAMP; PERMANENT RECORDER R053E",Bothways,002,,,4.51999998,3.07999992,0.529999971,26000,119.980003,{B53BE08B-A895-4F5A-AA69-DD238D66727C},2022
-117.505890061037,46.832945050724,5637,2022/12/31 08:00:00+00,026,"WEST OF MILEPOST 125.16: SOMMERS RD, UNION FLAT CREEK RD INTERSECTION",Bothways,026,,,8.93000031,10.5600004,10.79,2900,125.230003,{0A8DCECE-0B20-4C65-9CF7-8E156CB19485},2022
-123.160168036132,46.827086345498,5638,2022/12/31 08:00:00+00,012,EAST OF MILEPOST 38.85: ANDERSON RD SW NB ROUNDABOUT,Bothways,012,,,8.60000038,7.40999985,1.38999999,8300,38.5600014,{889522A6-D2D8-4EA9-8DB9-A1C3043052B0},2022
-122.226838617834,47.3997760160604,5639,2022/12/31 08:00:00+00,167R102166,"R1 RAMP (SR 167 SB TO 84TH AVE SE)  AFTER MILEPOST 0.00: SR 167 SB INTERSECTION; BEGIN ROUTE",Southwest,167,R1,02166,,,,10000,0.219999999,{C80C4F51-DC5B-41C5-88EF-333F498E2A93},2022
-122.18148346162,48.0449324918223,5640,2022/12/31 08:00:00+00,005,NORTH OF MILEPOST 198.61: SR 529 SB OFF RAMP,Bothways,005,,,,,,144000,198.600006,{DD1A59FC-2BDF-4356-A882-3DF6122DA6FB},2022
-119.05569893377,46.2415204812995,5641,2022/12/31 08:00:00+00,012R529248,"R5 RAMP (SR 12 WB TO E LEWIS ST)  AFTER MILEPOST 0.00: SR 12 WB INTERSECTION; BEGIN ROUTE",Southeast,012,R5,29248,1.88999999,1.88999999,0,420,0.340000004,{FB85369D-9CEB-4262-812A-4EFCE8424D1E},2022
-122.358468657142,47.1574155953564,5642,2022/12/31 08:00:00+00,512P100555,"P1 RAMP (SR 512 EB TO CANYON RD)  AFTER MILEPOST 0.00: SR 512 EB INTERSECTION; BEGIN ROUTE",East,512,P1,00555,,,,12000,0.25,{C03BD57D-F18E-4526-AC64-1E8DEF342837},2022
-120.306375328931,47.4163855311335,5643,2022/12/31 08:00:00+00,285COWENTCH,"NORTHWEST OF MILEPOST 4.64: SR 285 INTERSECTION; END ROUTE",Southeast,285,CO,WENTCH,,,,14000,1.76999998,{A0C6D454-111A-4165-9528-DDCFBA4467B5},2022
-117.683886467481,47.5660596470956,5644,2022/12/31 08:00:00+00,902,SOUTHEAST OF MILEPOST 5.61: JEFFERSON ST INTERSECTION,Bothways,902,,,3.8499999,1.72000003,0.0700000003,2900,5.5999999,{3EA3A3F4-B5F8-446F-9555-0BA6FD2D2494},2022
-122.383711152676,47.2475619157379,5645,2022/12/31 08:00:00+00,509R100280,"R1 RAMP (SR 509 S TO PT OF TAC RD)  AFTER MILEPOST 0.00: SR 509 SB INTERSECTION; BEGIN ROUTE",West,509,R1,00280,,,,4200,0.360000014,{33098AB4-6A2E-45C8-9420-72146529CD61},2022
-117.324648225138,47.6754086653047,5646,2022/12/31 08:00:00+00,290,EAST OF MILEPOST 4.31: FANCHER WAY WYE CONNECTION,Bothways,290,,,,,,20000,4.25,{B059605A-55E1-4170-B772-BFF389EDD503},2022
-122.185310792425,47.9809734301735,5647,2022/12/31 08:00:00+00,005Q119444,"Q1 RAMP (SR 2 WB TO SR 5 NB)  AFTER MILEPOST 0.00: SR 2 WB INTERSECTION; BEGIN ROUTE",Northwest,005,Q1,19444,,,,8400,0.0799999982,{9E88C1A4-BC8E-46DF-8E98-717214CEAFC2},2022
-117.072598459328,47.226801286978,5648,2022/12/31 08:00:00+00,274,EAST OF MILEPOST 0.01: N CROSBY ST INTERSECTION,Bothways,274,,,8.06999969,4.55999994,1.84000003,1300,0.0199999996,{E491E7C7-70D9-4F15-8F3F-26A86B005227},2022
-119.450698434243,47.1031981985161,5649,2022/12/31 08:00:00+00,090P116937,"P1 RAMP (SR 90 EB TO HIAWATHA RD)  AFTER MILEPOST 0.00: SR 90 EB INTERSECTION; BEGIN ROUTE",Southeast,090,P1,16937,15.3000002,12.5699997,4.36999989,180,0.25999999,{96E20AFE-3F09-4E75-87BF-3109278D2EF5},2022
-119.056648012244,46.2420100597972,5650,2022/12/31 08:00:00+00,012S129171,"S1 RAMP (PASC KAHL RD TO SR 12 WB)  AFTER MILEPOST 0.00: LX29239, PASCO KAHLOTUS RD INTERSECTION; BEGIN ROUTE",West,012,S1,29171,6.25,5.13000011,1.25999999,4600,0.150000006,{9A17E0B0-1FC2-41B6-A02F-4C3FA4378466},2022
-117.108692696942,47.6705860916505,5651,2022/12/31 08:00:00+00,090Q529619,Q5 RAMP (LIBERTY LK R TO SR 90 EB)  AFTER MILEPOST 0.02: LX29619 WYE CONNECTION,Southwest,090,Q5,29619,5.30000019,2.44000006,0,2200,0.109999999,{77182176-9FE8-4D1F-B89A-D1C88AB90B97},2022
-122.875799478513,46.1016070881422,5652,2022/12/31 08:00:00+00,005P103624,"P1 RAMP (SR 5 NB TO LX03697)  AFTER MILEPOST 0.00: SR 5 NB INTERSECTION; BEGIN ROUTE",North,005,P1,03624,,,,13000,0.330000013,{11153B25-9979-4004-B89E-A9E8D1E03006},2022
-118.354921207599,46.0690763115319,5653,2022/12/31 08:00:00+00,125,EAST OF MILEPOST 6.02: 12TH AVE N INTERSECTION,Bothways,125,,,7.1500001,2.05999994,0.129999995,5300,6,{75132F6E-DED4-4983-9D85-E6DC1EB28E1F},2022
-119.079986840195,46.2332487668015,5654,2022/12/31 08:00:00+00,397,SOUTH OF MILEPOST 20.97: E LEWIS ST INTERSECTION,Bothways,397,,,,,,8000,20.9599991,{7CA5B6E2-0232-403F-B0CB-E39E75C5D1E5},2022
-124.096556987479,47.4884855357723,5655,2022/12/31 08:00:00+00,101,SOUTHEAST OF MILEPOST 137.53: W BOUNDARY RD INTERSECTION,Bothways,101,,,14.3999996,7.03000021,1.90999997,1200,137.100006,{A41D4337-8F1D-4278-ADD0-E0FF72DE440C},2022
-120.460323156654,45.7032442942997,5656,2022/12/31 08:00:00+00,014,WEST OF MILEPOST 121.15: ROCK CREEK RD INTERSECTION,Bothways,014,,,5.44999981,42.6399994,2.3599999,1200,121.029999,{ADB6FD64-FCB9-4CB2-A3BE-3834E362B15E},2022
-120.022310359082,46.3050299201182,5657,2022/12/31 08:00:00+00,082Q506719,"Q5 RAMP (MIDVALE RD TO SR 82 EB)  AFTER MILEPOST 0.00: LX06693-MIDVALE RD INTERSECTION; BEGIN ROUTE",Northwest,082,Q5,06719,3.0999999,4.40999985,2.58999991,2400,0.100000001,{3CEC8438-8061-4684-B668-5121A259E7CA},2022
-118.717871209766,47.8559245279861,5658,2022/12/31 08:00:00+00,021,NORTHWEST OF MILEPOST 98.92: EFTER RD INTERSECTION,Bothways,021,,,11.8800001,5.75,0,260,98.8799973,{EFDDF20F-7536-4072-8870-B1960C7CC4CD},2022
-122.297217376502,47.3151249268528,5659,2022/12/31 08:00:00+00,005,AT MILEPOST 143.83: S 320TH ST UNDERCROSSING,Bothways,005,,,,,,159000,143.809998,{DB0E4813-18B5-4685-8883-0A48FFBF11F3},2022
-122.668326840595,47.5487945932601,5660,2022/12/31 08:00:00+00,003Q103668,"Q1 RAMP (SR 304 WB TO SR 3 NB)  AFTER MILEPOST 0.00: SR 304 WB INTERSECTION; BEGIN ROUTE",Southwest,003,Q1,03668,,,,2900,0.0399999991,{28B99975-280F-4BE9-B2EF-88A5F8E1774A},2022
-117.045399710494,46.4199353918089,5661,2022/12/31 08:00:00+00,012,"EAST OF MILEPOST 433.74: 6TH ST, SR 129 SP6THST (SPUR) INTERSECTION",Bothways,012,,,,,,11000,430.480011,{83DFB179-5B4A-44CA-B802-A7906A894F45},2022
-120.329692570277,46.3752033655789,5662,2022/12/31 08:00:00+00,097,"NORTHWEST OF MILEPOST 62.00: FORT RD, W 1ST AVE WYE CONNECTION",Bothways,097,,,,,,11000,61.6199989,{25C10B32-48D3-4311-9F2E-DF6853636D25},2022
-123.09911096841,47.1807060899629,5663,2022/12/31 08:00:00+00,003,"AT MILEPOST 0.00: SR 101 UNDERCROSSING; BEGIN ROUTE",Bothways,003,,,5.15999985,2.8499999,0.170000002,7500,0,{585E49C6-6033-4F5A-859D-017B6D4E3CB8},2022
-119.126611676737,46.2494990161192,5664,2022/12/31 08:00:00+00,182S101140,"S1 RAMP (SR 395 NB TO SR 182 WB)  AFTER MILEPOST 0.00: INCREASING MISCELLANEOUS FEATURE SR 182 OXING NPS-SR 395; BEGIN ROUTE",Northwest,182,S1,01140,,,,15000,0.0199999996,{A936A6A7-DE8F-4B2B-9943-EF7F98C99DCC},2022
-122.570884590898,47.8036647217599,5665,2022/12/31 08:00:00+00,307,"SOUTHEAST OF MILEPOST 5.25: SR 104 INTERSECTION; END ROUTE",Bothways,307,,,5.11000013,1.25,0.150000006,14000,5.23999977,{9F84E605-C1EB-4EF1-B8E8-57FC16489A54},2022
-122.65601303203,45.7239361400525,5666,2022/12/31 08:00:00+00,005R100815,"R1 RAMP (SR 5 SB TO SR 205 SB)  AFTER MILEPOST 0.00: SR 5 SB INTERSECTION; BEGIN ROUTE",South,005,R1,00815,,,,30000,0.50999999,{01A13CA5-C4FB-4A9C-BA2D-DDF1A869DDC3},2022
-122.322321076431,48.4778149555703,5667,2022/12/31 08:00:00+00,020,NORTHWEST OF MILEPOST 60.85: CASCADE HWY INTERSECTION,Bothways,020,,,,,,19000,60.4199982,{1473C275-211F-40C9-8ACF-AAFC9079DC3F},2022
-121.759643067666,47.4728188612895,5668,2022/12/31 08:00:00+00,090P103224,"P1 RAMP (SR 90 EB TO 436TH AVE SE)  AFTER MILEPOST 0.00: SR 90 EB INTERSECTION; BEGIN ROUTE",East,090,P1,03224,5.32000017,1.30999994,0.100000001,4000,0.25999999,{266E950A-C136-4E5A-8542-429A3D68C905},2022
-121.988698263617,47.2030759319627,5669,2022/12/31 08:00:00+00,164,SOUTHEAST OF MILEPOST 14.68: RAILROAD ST INTERSECTION,Bothways,164,,,,,,9400,14.3800001,{6EF6D263-5B33-41CA-A71A-7D99B5CDFB4B},2022
-122.496073366418,47.7959599681038,5670,2022/12/31 08:00:00+00,104,"NORTHWEST OF MILEPOST 24.53B: SR 104 COKNGSTN (COUPLT) INTERSECTION; BEGIN FERRY ZONE",Southeast,104,,,,,,2200,24.3899994,{88AF5F19-8D23-4370-BC00-34C3BCA78126},2022
-122.432437855145,47.159365622844,5671,2022/12/31 08:00:00+00,512R200252,"R2 RAMP (R1 RAMP TO SR 7)  AFTER MILEPOST 0.00: A ST, R100252 INTERSECTION; BEGIN ROUTE",West,512,R2,00252,,,,9300,0.0399999991,{562C2F3F-E346-49C9-B90C-C944FA15F8D6},2022
-120.514295997853,46.6260717255265,5672,2022/12/31 08:00:00+00,012,WEST OF MILEPOST 202.44: SR 823*N 1ST ST OFF RAMP,Bothways,012,,,,,,31000,202.160004,{B7345F63-651D-4AD0-8E5B-68CF848F263B},2022
-121.417809555635,47.4273997663095,5673,2022/12/31 08:00:00+00,090P105167,"P1 RAMP (SR 90 EB TO SR 906)  AFTER MILEPOST 0.00: SR 90 EB INTERSECTION; BEGIN ROUTE",Southeast,090,P1,05167,,,,1200,0.5,{ED7AF676-DD7E-4AFD-A8AF-D72121A7DFE9},2022
-122.599665944764,47.1024390313997,5674,2022/12/31 08:00:00+00,005CD12139,COLLECTOR-DISTRIBUTOR  AFTER MILEPOST 0.71: S112068 ON RAMP,West,005,CD,12139,,,,3900,1.03999996,{857D849C-8E28-40AF-ACD5-3F44464783A5},2022
-122.595133846503,48.8915313740394,5675,2022/12/31 08:00:00+00,005P126568,"P1 RAMP (SR 5 NB TO GRANDVIEW RD)  AFTER MILEPOST 0.00: SR 5 NB INTERSECTION; BEGIN ROUTE",North,005,P1,26568,,,,5300,0.219999999,{459CF960-D198-4EFF-BF02-614611639F83},2022
-122.28912099409,47.3909315711338,5676,2022/12/31 08:00:00+00,005Q514933,"Q5 RAMP (SR 516 EB TO SR 5 NB)  AFTER MILEPOST 0.00: SR 516 EB INTERSECTION; BEGIN ROUTE",Southeast,005,Q5,14933,,,,6400,0.0900000036,{2D5165A9-E625-4931-BD27-D1228F331CA9},2022
-122.329257915054,47.5942382457776,5677,2022/12/31 08:00:00+00,090,"WEST OF MILEPOST 1.94: 4TH AVE S INTERSECTION; BEGIN ROUTE",East,090,,,2.3599999,1.42999995,0.0799999982,11000,0.00999999978,{5BA6A926-B635-42CF-AAC0-DBC5B63C84A0},2022
-122.309740089644,47.2777975736041,5678,2022/12/31 08:00:00+00,161,"SOUTHEAST OF MILEPOST 35.39: MILTON RD S, S 360TH ST INTERSECTION",Bothways,161,,,,,,24000,35.3800011,{8294E76B-6BED-4257-B243-24A71CA32227},2022
-117.267532861481,46.7081982867177,5679,2022/12/31 08:00:00+00,194,WEST OF MILEPOST 18.32: WAWAWAI-PULLMAN RD #9010 INTERSECTION,Bothways,194,,,6.26000023,3.46000004,8.42000008,460,18.3099995,{333EB40B-C96D-46D8-B393-847B3B6D72BC},2022
-119.316987298787,46.3258462919775,5680,2022/12/31 08:00:00+00,240,NORTHWEST OF MILEPOST 26.91: KINGSGATE WAY INTERSECTION,Bothways,240,,,,,,6400,26.8999996,{168EA757-DEEA-40DF-B84F-7271C7F19F1D},2022
-122.557872596323,45.6624144023238,5681,2022/12/31 08:00:00+00,500R100579,"R1 RAMP (SR 500 WB TO NE GHER RD)  AFTER MILEPOST 0.00: SR 500 WB INTERSECTION; BEGIN ROUTE",Southwest,500,R1,00579,,,,2800,0.280000001,{9200369D-78B6-45B2-88CE-5F76A3AD984F},2022
-122.637069626947,47.7333230764064,5682,2022/12/31 08:00:00+00,305,SOUTH OF MILEPOST 11.43: HOSTMARK ST INTERSECTION,Bothways,305,,,,,,23000,11.3999996,{485EC517-E686-46B4-82AC-517F4900B240},2022
-122.541988087432,47.1276636700092,5683,2022/12/31 08:00:00+00,005R112372,"R1 RAMP (CD12397 TO LX12360)  AFTER MILEPOST 0.00: CD12397 INTERSECTION; BEGIN ROUTE",Southwest,005,R1,12372,,,,5400,0.0900000036,{0EC33305-9495-4239-90A2-8C57AE6C96EA},2022
-121.68015013505,48.8623158768742,5684,2022/12/31 08:00:00+00,542,WEST OF MILEPOST 54.60: SR 542 COMTBAKR (COUPLT) INTERSECTION,Bothways,542,,,4.09000015,0.74000001,0,540,54.6399994,{BA1CBA47-4A28-4BC8-BD3A-F5506597872A},2022
-122.024452253279,47.6442294093316,5685,2022/12/31 08:00:00+00,202,"EAST OF MILEPOST 12.26: 236TH AVE NE, PVT RD INTERSECTION",Bothways,202,,,2.93000007,2.28999996,0.100000001,15000,12.1999998,{CFFE4355-F975-4B12-ADF6-2918AB7B1C04},2022
-122.246442996933,47.3027926000401,5686,2022/12/31 08:00:00+00,018R100328,"R1 RAMP (SR 18 WB TO W VALLEY HWY)  AFTER MILEPOST 0.00: SR 18 WB INTERSECTION; BEGIN ROUTE",West,018,R1,00328,,,,22000,0.119999997,{174EC5FE-8B00-43D4-8086-9C29AFBB2FCB},2022
-117.24060091404,47.6752586614749,5687,2022/12/31 08:00:00+00,090S128907,S1 RAMP (SR 27 TO SR 90 WB)  AFTER MILEPOST 0.02: SR 27 WYE CONNECTION,Southwest,090,S1,28907,,,,8800,0.0500000007,{9C06A229-BC3C-4117-96DD-9CD3FFA08D23},2022
-122.296163886263,47.3143723018892,5688,2022/12/31 08:00:00+00,005P114358,"P1 RAMP (SR 5 NB TO S 320TH ST)  AFTER MILEPOST 0.00: SR 5 NB INTERSECTION; BEGIN ROUTE",Northeast,005,P1,14358,,,,8500,0.219999999,{99043146-AA52-4FF9-8E3F-56684ABBFEEF},2022
-122.250900347377,47.198258559663,5689,2022/12/31 08:00:00+00,410Q500953,"Q5 RAMP (E MAIN AVE TO SR 410 EB)  AFTER MILEPOST 0.00: LX00932 INTERSECTION; BEGIN ROUTE",North,410,Q5,00953,,,,3600,0.0700000003,{5D0F9C7C-D902-49F6-B036-41163C5BE544},2022
-120.594215472181,46.6385187125239,5690,2022/12/31 08:00:00+00,012,SOUTHEAST OF MILEPOST 198.09: OLD NACHES HWY WYE CONNECTION,Bothways,012,,,6.13000011,4.67000008,1.51999998,18000,197.830002,{E9EBAA3A-BBB7-4A54-8A18-CE4FAFE87251},2022
